Anomaly Scores,Protocol,Packet Type,Traffic Type,Malware Indicators,Alerts/Warnings,Attack Signature,Action Taken,Severity Level,Network Segment,Firewall Logs,IDS/IPS Alerts,Log Source,Attack Type
0.0441290913243302,UDP,Normal,Normal,1,3,Sig_B,Allowed,Low,Segment_6,5,2,IDS,None
0.3146307758728007,ICMP,Fragmented,Normal,4,5,Sig_C,Allowed,Medium,Segment_5,2,5,Endpoint,None
0.6223208228292596,UDP,Normal,Unusual,7,7,Sig_A,Quarantined,High,Segment_5,0,7,Endpoint,DDoS
0.8864920003808668,TCP,Fragmented,Suspicious,9,7,Sig_C,Blocked,High,Segment_10,8,8,IDS,Malware
0.8296963367211323,UDP,Malformed,Suspicious,8,10,Sig_B,Blocked,High,Segment_7,4,8,Endpoint,Malware
0.7447794361244208,TCP,Fragmented,Suspicious,8,6,Sig_B,Blocked,High,Segment_7,1,9,Firewall,Malware
0.0461985229292202,UDP,Fragmented,Normal,0,0,Sig_A,Allowed,Low,Segment_9,1,0,Endpoint,None
0.7748862412746057,TCP,Normal,Suspicious,8,7,Sig_C,Blocked,High,Segment_8,10,8,Endpoint,Malware
0.5753622394402961,UDP,Malformed,Unusual,6,8,Sig_B,Quarantined,High,Segment_3,8,5,Endpoint,Phishing
0.7581946502060201,TCP,Malformed,Suspicious,8,6,Sig_C,Blocked,High,Segment_2,0,7,Firewall,Malware
0.6057606820491863,ICMP,Malformed,Unusual,7,6,Sig_C,Quarantined,High,Segment_1,9,7,Firewall,DDoS
0.01146570642173235,ICMP,Normal,Normal,0,1,Sig_A,Allowed,Low,Segment_10,2,1,IDS,None
0.7856333856419284,UDP,Normal,Suspicious,7,7,Sig_B,Blocked,High,Segment_6,9,7,Endpoint,DDoS
0.6968667738233718,TCP,Normal,Unusual,7,7,Sig_B,Quarantined,High,Segment_4,10,7,Firewall,DDoS
0.9074684179152573,ICMP,Fragmented,Suspicious,10,10,Sig_B,Blocked,High,Segment_3,6,10,Endpoint,Malware
0.23901714058082232,UDP,Fragmented,Normal,2,0,Sig_C,Allowed,Low,Segment_2,0,1,Endpoint,None
0.0,ICMP,Normal,Normal,0,1,Sig_B,Allowed,Low,Segment_2,1,1,IDS,None
0.6395482801505407,TCP,Normal,Unusual,7,9,Sig_B,Quarantined,High,Segment_4,5,8,Endpoint,DDoS
0.18808309138432147,UDP,Malformed,Normal,2,4,Sig_C,Allowed,Low,Segment_1,8,1,Firewall,None
0.2061421719270099,TCP,Fragmented,Normal,2,0,Sig_B,Allowed,Low,Segment_6,8,3,IDS,None
0.0,TCP,Fragmented,Normal,0,1,Sig_B,Allowed,Low,Segment_10,7,0,IDS,None
0.9861341971717009,TCP,Malformed,Suspicious,10,8,Sig_C,Blocked,High,Segment_5,2,10,Endpoint,Malware
0.43575812003803427,ICMP,Malformed,Unusual,4,4,Sig_B,Quarantined,Medium,Segment_10,1,3,Endpoint,None
0.942608944240401,UDP,Malformed,Suspicious,9,8,Sig_A,Blocked,High,Segment_9,0,10,Firewall,Malware
0.6625728210907132,TCP,Normal,Unusual,6,6,Sig_C,Quarantined,High,Segment_2,10,5,Endpoint,DDoS
0.9954709326146747,ICMP,Normal,Suspicious,9,9,Sig_B,Blocked,High,Segment_9,10,9,Firewall,Malware
0.8404944660830559,TCP,Normal,Suspicious,8,10,Sig_A,Blocked,High,Segment_9,8,7,Endpoint,Malware
0.5891631742797879,ICMP,Normal,Unusual,6,6,Sig_C,Quarantined,High,Segment_10,4,7,Firewall,Phishing
0.8429656895561487,UDP,Normal,Suspicious,8,9,Sig_B,Blocked,High,Segment_9,2,8,Endpoint,Malware
0.7233358117002591,UDP,Fragmented,Suspicious,7,7,Sig_C,Blocked,High,Segment_10,9,8,IDS,DDoS
0.12531834887631274,UDP,Fragmented,Normal,1,2,Sig_A,Allowed,Low,Segment_10,9,0,Firewall,None
0.008860939253584272,UDP,Fragmented,Normal,0,0,Sig_C,Allowed,Low,Segment_4,10,0,IDS,None
0.5543972948923046,TCP,Malformed,Unusual,6,8,Sig_B,Quarantined,High,Segment_5,4,5,IDS,Phishing
0.5485951796089035,ICMP,Fragmented,Unusual,6,7,Sig_A,Quarantined,High,Segment_8,10,7,IDS,Phishing
0.6951440899462428,UDP,Malformed,Unusual,7,7,Sig_C,Quarantined,High,Segment_8,2,6,IDS,DDoS
0.40744550379231864,TCP,Fragmented,Unusual,4,6,Sig_B,Quarantined,Medium,Segment_1,8,5,Firewall,None
0.16602795385341435,UDP,Normal,Normal,2,4,Sig_B,Allowed,Low,Segment_10,0,3,Endpoint,None
0.7211670974304287,UDP,Fragmented,Suspicious,7,8,Sig_A,Blocked,High,Segment_1,0,7,IDS,DDoS
0.6040382952019595,UDP,Normal,Unusual,5,6,Sig_A,Quarantined,Medium,Segment_10,2,5,Endpoint,DDoS
0.9127834640360871,ICMP,Normal,Suspicious,10,9,Sig_C,Blocked,High,Segment_6,5,9,Firewall,Malware
0.22911222387818805,ICMP,Fragmented,Normal,2,1,Sig_B,Allowed,Low,Segment_7,10,3,Endpoint,None
0.0,ICMP,Fragmented,Normal,0,2,Sig_A,Allowed,Low,Segment_2,1,1,Firewall,None
0.22253277776673275,UDP,Normal,Normal,2,1,Sig_B,Allowed,Low,Segment_2,0,2,Endpoint,None
0.3784642649769855,TCP,Malformed,Normal,4,4,Sig_C,Allowed,Medium,Segment_5,7,4,Firewall,None
0.19269700574764165,TCP,Malformed,Normal,2,0,Sig_A,Allowed,Low,Segment_9,10,2,Firewall,None
0.006475022550404955,TCP,Fragmented,Normal,0,2,Sig_C,Allowed,Low,Segment_5,9,0,Endpoint,None
0.384918305823237,UDP,Normal,Normal,4,2,Sig_C,Allowed,Medium,Segment_8,8,3,IDS,None
0.8239729341315051,ICMP,Malformed,Suspicious,9,8,Sig_A,Blocked,High,Segment_8,9,8,IDS,Malware
0.5883042484677773,TCP,Fragmented,Unusual,6,7,Sig_C,Quarantined,High,Segment_5,0,5,Endpoint,Phishing
0.5291783185901903,UDP,Fragmented,Unusual,6,8,Sig_B,Quarantined,High,Segment_8,2,5,IDS,Phishing
1.0,UDP,Normal,Suspicious,10,9,Sig_A,Blocked,High,Segment_8,4,10,IDS,Malware
0.7067227449460939,TCP,Malformed,Suspicious,8,8,Sig_B,Blocked,High,Segment_5,6,7,Firewall,Malware
0.9514327189727945,TCP,Fragmented,Suspicious,9,10,Sig_C,Blocked,High,Segment_5,9,8,Endpoint,Malware
0.921478150010174,UDP,Malformed,Suspicious,9,10,Sig_A,Blocked,High,Segment_4,3,8,IDS,Malware
0.22166943078669474,TCP,Fragmented,Normal,2,3,Sig_B,Allowed,Low,Segment_1,5,2,IDS,None
0.491784506607608,UDP,Fragmented,Unusual,6,8,Sig_B,Quarantined,High,Segment_9,0,7,IDS,Phishing
0.0,TCP,Malformed,Normal,0,1,Sig_B,Allowed,Low,Segment_2,3,0,Endpoint,None
0.357678171432993,ICMP,Malformed,Normal,3,2,Sig_B,Allowed,Medium,Segment_1,7,4,IDS,None
0.27406960104848527,UDP,Normal,Normal,3,3,Sig_B,Allowed,Medium,Segment_6,4,4,IDS,None
0.3460968925018143,ICMP,Normal,Normal,4,4,Sig_C,Allowed,Medium,Segment_5,7,3,IDS,None
0.5681664952497144,TCP,Normal,Unusual,6,8,Sig_C,Quarantined,High,Segment_1,0,5,Firewall,Phishing
0.596586118868033,UDP,Normal,Unusual,6,8,Sig_C,Quarantined,High,Segment_7,9,5,Endpoint,Phishing
0.9574314774843594,TCP,Malformed,Suspicious,10,9,Sig_C,Blocked,High,Segment_7,8,10,IDS,Malware
0.3616908616044647,UDP,Normal,Normal,3,4,Sig_C,Allowed,Medium,Segment_3,3,3,Firewall,None
0.5967666235004804,TCP,Malformed,Unusual,6,6,Sig_C,Quarantined,High,Segment_8,8,5,Endpoint,Phishing
0.9722215326026036,ICMP,Fragmented,Suspicious,10,10,Sig_C,Blocked,High,Segment_6,7,10,Firewall,Malware
0.13493282365822104,ICMP,Malformed,Normal,2,1,Sig_B,Allowed,Low,Segment_4,7,2,Firewall,None
0.5242223302639469,TCP,Normal,Unusual,5,5,Sig_C,Quarantined,Medium,Segment_10,1,6,Endpoint,Phishing
0.12308331473556816,ICMP,Malformed,Normal,1,1,Sig_B,Allowed,Low,Segment_10,2,1,IDS,None
0.8603895546907654,ICMP,Malformed,Suspicious,9,7,Sig_A,Blocked,High,Segment_10,9,10,IDS,Malware
0.6881835485842928,TCP,Malformed,Unusual,8,7,Sig_C,Quarantined,High,Segment_3,8,7,Firewall,Malware
0.4205381094787942,UDP,Malformed,Unusual,4,3,Sig_B,Quarantined,Medium,Segment_1,2,4,Endpoint,None
0.4906598304369499,TCP,Malformed,Unusual,5,3,Sig_A,Quarantined,Medium,Segment_2,7,6,Endpoint,Phishing
0.31680355839628344,UDP,Normal,Normal,3,4,Sig_A,Allowed,Medium,Segment_2,4,3,IDS,None
1.0,ICMP,Malformed,Suspicious,10,8,Sig_B,Blocked,High,Segment_5,6,10,Firewall,Malware
0.8986584078145471,ICMP,Normal,Suspicious,9,8,Sig_B,Blocked,High,Segment_4,3,10,IDS,Malware
0.5743080691578614,ICMP,Fragmented,Unusual,6,7,Sig_B,Quarantined,High,Segment_2,7,6,Endpoint,Phishing
0.742633901617583,ICMP,Malformed,Suspicious,8,8,Sig_C,Blocked,High,Segment_9,3,7,Endpoint,Malware
0.5843789104252475,ICMP,Fragmented,Unusual,6,4,Sig_A,Quarantined,High,Segment_7,4,7,IDS,Phishing
0.00802886748078206,UDP,Normal,Normal,0,1,Sig_C,Allowed,Low,Segment_8,0,0,IDS,None
0.002665371029938019,UDP,Malformed,Normal,0,1,Sig_C,Allowed,Low,Segment_8,9,0,Endpoint,None
0.8861732670033552,UDP,Fragmented,Suspicious,8,9,Sig_C,Blocked,High,Segment_2,7,8,Firewall,Malware
1.0,TCP,Normal,Suspicious,10,8,Sig_A,Blocked,High,Segment_5,6,9,Endpoint,Malware
0.7932599564246395,ICMP,Fragmented,Suspicious,8,8,Sig_A,Blocked,High,Segment_3,10,8,Firewall,Malware
0.26467197105832635,ICMP,Malformed,Normal,3,4,Sig_A,Allowed,Medium,Segment_10,4,4,IDS,None
0.813333638189166,ICMP,Malformed,Suspicious,8,6,Sig_B,Blocked,High,Segment_9,5,7,IDS,Malware
0.15464959208086704,TCP,Malformed,Normal,2,1,Sig_C,Allowed,Low,Segment_9,0,2,Firewall,None
0.6089915539768953,TCP,Normal,Unusual,6,4,Sig_B,Quarantined,High,Segment_6,7,6,Endpoint,DDoS
0.5243706963452421,TCP,Fragmented,Unusual,5,3,Sig_B,Quarantined,Medium,Segment_4,8,4,Endpoint,Phishing
0.6891773888614275,ICMP,Normal,Unusual,7,5,Sig_C,Quarantined,High,Segment_8,10,8,Firewall,DDoS
0.9684856777967429,UDP,Fragmented,Suspicious,10,10,Sig_A,Blocked,High,Segment_5,4,9,Firewall,Malware
0.6907351576332548,TCP,Normal,Unusual,8,6,Sig_C,Quarantined,High,Segment_3,9,8,Firewall,Malware
0.45719183632101956,TCP,Malformed,Unusual,4,3,Sig_B,Quarantined,Medium,Segment_8,6,4,Firewall,None
0.02016501951226408,UDP,Fragmented,Normal,0,1,Sig_A,Allowed,Low,Segment_6,9,0,Endpoint,None
0.22138086407923913,TCP,Fragmented,Normal,2,1,Sig_A,Allowed,Low,Segment_5,3,3,IDS,None
0.821932383211135,UDP,Fragmented,Suspicious,9,10,Sig_B,Blocked,High,Segment_1,5,10,Endpoint,Malware
0.7689919349870028,ICMP,Normal,Suspicious,7,5,Sig_A,Blocked,High,Segment_3,1,8,Firewall,DDoS
0.9767391566690959,UDP,Malformed,Suspicious,10,10,Sig_A,Blocked,High,Segment_7,3,9,Endpoint,Malware
0.4855602348650257,UDP,Fragmented,Unusual,5,6,Sig_C,Quarantined,Medium,Segment_3,4,6,Firewall,Phishing
0.6465356572290587,ICMP,Normal,Unusual,7,5,Sig_C,Quarantined,High,Segment_1,8,8,Firewall,DDoS
0.7106527134330076,TCP,Fragmented,Suspicious,8,8,Sig_B,Blocked,High,Segment_8,8,9,Firewall,Malware
0.35786731558617835,ICMP,Malformed,Normal,3,3,Sig_B,Allowed,Medium,Segment_7,7,4,Firewall,None
0.06432986846988123,TCP,Fragmented,Normal,0,0,Sig_B,Allowed,Low,Segment_5,3,0,Endpoint,None
0.0,TCP,Malformed,Normal,0,0,Sig_A,Allowed,Low,Segment_10,5,0,Firewall,None
0.8660307715096826,UDP,Normal,Suspicious,9,7,Sig_B,Blocked,High,Segment_5,6,8,Endpoint,Malware
0.28114779154328706,ICMP,Normal,Normal,3,5,Sig_C,Allowed,Medium,Segment_6,0,4,Endpoint,None
0.5825192504982225,UDP,Malformed,Unusual,6,6,Sig_A,Quarantined,High,Segment_7,0,5,IDS,Phishing
0.040007013891020085,ICMP,Malformed,Normal,1,1,Sig_B,Allowed,Low,Segment_3,3,0,Endpoint,None
0.185387239227808,ICMP,Normal,Normal,2,0,Sig_A,Allowed,Low,Segment_4,2,2,IDS,None
0.007655099646716271,UDP,Malformed,Normal,0,0,Sig_A,Allowed,Low,Segment_1,9,0,IDS,None
0.45090786238243763,TCP,Malformed,Unusual,4,2,Sig_A,Quarantined,Medium,Segment_7,3,4,IDS,None
0.0007122082006856016,TCP,Fragmented,Normal,0,0,Sig_B,Allowed,Low,Segment_10,8,0,Endpoint,None
0.6211824145550282,ICMP,Normal,Unusual,7,7,Sig_A,Quarantined,High,Segment_2,1,7,IDS,DDoS
0.017677393159933826,TCP,Normal,Normal,0,2,Sig_A,Allowed,Low,Segment_7,3,0,Firewall,None
0.9872034719165124,UDP,Malformed,Suspicious,10,10,Sig_A,Blocked,High,Segment_6,6,9,Endpoint,Malware
0.06852048469919332,UDP,Malformed,Normal,0,0,Sig_C,Allowed,Low,Segment_4,1,0,Firewall,None
0.1714728901022004,UDP,Malformed,Normal,1,0,Sig_B,Allowed,Low,Segment_2,7,1,Endpoint,None
0.173222715613365,ICMP,Normal,Normal,1,0,Sig_C,Allowed,Low,Segment_7,9,0,IDS,None
0.471920603231336,ICMP,Fragmented,Unusual,5,5,Sig_A,Quarantined,Medium,Segment_7,3,5,IDS,Phishing
0.6994927536668778,TCP,Normal,Unusual,6,8,Sig_A,Quarantined,High,Segment_5,8,6,Endpoint,DDoS
0.4175471252447854,UDP,Fragmented,Unusual,4,3,Sig_C,Quarantined,Medium,Segment_9,0,4,IDS,None
0.08131902028343165,UDP,Malformed,Normal,0,0,Sig_A,Allowed,Low,Segment_3,6,0,Firewall,None
0.0,ICMP,Normal,Normal,0,1,Sig_C,Allowed,Low,Segment_9,0,0,Firewall,None
0.18507016311951868,ICMP,Fragmented,Normal,2,1,Sig_A,Allowed,Low,Segment_5,10,3,IDS,None
0.11370136763360428,ICMP,Normal,Normal,1,0,Sig_A,Allowed,Low,Segment_2,9,1,Endpoint,None
0.407593880480697,UDP,Fragmented,Unusual,4,5,Sig_A,Quarantined,Medium,Segment_9,10,4,Endpoint,None
0.9627405971734585,UDP,Fragmented,Suspicious,9,7,Sig_A,Blocked,High,Segment_1,8,9,Firewall,Malware
0.4883935340725773,TCP,Normal,Unusual,5,6,Sig_B,Quarantined,Medium,Segment_1,9,5,IDS,Phishing
0.6582307495155177,UDP,Malformed,Unusual,6,7,Sig_B,Quarantined,High,Segment_7,9,5,IDS,DDoS
0.33661172535663264,TCP,Normal,Normal,3,4,Sig_B,Allowed,Medium,Segment_3,0,4,Firewall,None
0.5893303890696425,TCP,Malformed,Unusual,6,4,Sig_C,Quarantined,High,Segment_8,2,5,Endpoint,Phishing
1.0,UDP,Fragmented,Suspicious,10,10,Sig_C,Blocked,High,Segment_7,6,10,IDS,Malware
0.6763367476583475,TCP,Fragmented,Unusual,7,6,Sig_C,Quarantined,High,Segment_7,0,7,Endpoint,DDoS
1.0,TCP,Normal,Suspicious,10,10,Sig_C,Blocked,High,Segment_1,4,10,Endpoint,Malware
0.0,ICMP,Normal,Normal,0,2,Sig_B,Allowed,Low,Segment_1,5,1,Firewall,None
0.533647160224752,UDP,Malformed,Unusual,5,6,Sig_C,Quarantined,Medium,Segment_2,2,6,Endpoint,Phishing
0.6117702045361476,TCP,Malformed,Unusual,7,9,Sig_C,Quarantined,High,Segment_2,5,6,Firewall,DDoS
0.3887171648390966,TCP,Normal,Normal,4,6,Sig_C,Allowed,Medium,Segment_5,3,5,IDS,None
0.2957195955264377,TCP,Malformed,Normal,3,4,Sig_A,Allowed,Medium,Segment_9,5,3,Endpoint,None
0.1753816779456842,UDP,Malformed,Normal,1,2,Sig_C,Allowed,Low,Segment_7,5,0,Firewall,None
0.46539238939615546,ICMP,Normal,Unusual,5,4,Sig_A,Quarantined,Medium,Segment_2,3,6,Firewall,Phishing
0.5654005957830889,ICMP,Normal,Unusual,5,5,Sig_C,Quarantined,Medium,Segment_5,0,6,Endpoint,Phishing
0.9410591679887601,UDP,Fragmented,Suspicious,10,8,Sig_C,Blocked,High,Segment_5,2,9,Firewall,Malware
0.0673334861877433,UDP,Fragmented,Normal,0,1,Sig_A,Allowed,Low,Segment_8,10,1,IDS,None
0.7762827279048264,UDP,Normal,Suspicious,8,9,Sig_C,Blocked,High,Segment_9,9,8,Endpoint,Malware
1.0,UDP,Fragmented,Suspicious,10,10,Sig_A,Blocked,High,Segment_8,6,9,IDS,Malware
0.4831810668444798,ICMP,Malformed,Unusual,5,4,Sig_C,Quarantined,Medium,Segment_2,1,6,Firewall,Phishing
0.2641181737057802,TCP,Normal,Normal,2,4,Sig_C,Allowed,Low,Segment_4,3,2,IDS,None
0.35438699216168734,TCP,Fragmented,Normal,3,4,Sig_A,Allowed,Medium,Segment_2,5,4,Firewall,None
1.0,UDP,Normal,Suspicious,10,10,Sig_B,Blocked,High,Segment_6,4,9,Firewall,Malware
0.2424065807706613,UDP,Fragmented,Normal,3,5,Sig_A,Allowed,Medium,Segment_4,5,4,IDS,None
0.16424890659848787,TCP,Normal,Normal,2,3,Sig_B,Allowed,Low,Segment_7,4,3,Endpoint,None
0.8485711737246937,ICMP,Malformed,Suspicious,9,9,Sig_A,Blocked,High,Segment_2,8,10,Endpoint,Malware
0.08759285566039184,UDP,Fragmented,Normal,2,0,Sig_B,Allowed,Low,Segment_9,10,2,Endpoint,None
0.26306590509250233,UDP,Normal,Normal,2,0,Sig_C,Allowed,Low,Segment_5,1,2,IDS,None
0.28360882368286516,ICMP,Malformed,Normal,3,1,Sig_B,Allowed,Medium,Segment_1,3,4,IDS,None
